venue_id,venue_name,year,num_papers,avg_citations
92,national conference on artificial intelligence,1990,74,64.60810810810811
93,Theoretical Informatics and Applications,1993,16,14.25
94,Synthese,2003,32,10.34375
95,canadian conference on computational geometry,2005,58,15.310344827586206
96,measurement and modeling of computer systems,1994,15,38.86666666666667
97,computers and their applications,2002,69,4.927536231884058
98,wireless personal multimedia communications,2011,119,19.764705882352942
99,conference of the international speech communication association,2005,676,24.625739644970412
100,national conference on artificial intelligence,2000,139,79.46043165467626
101,artificial intelligence in education,2011,113,21.513274336283185
102,medical informatics europe,2006,112,11.214285714285714
103,north american chapter of the association for computational linguistics,2010,115,48.03478260869565
104,fundamentals of computation theory,1979,27,21.074074074074073
105,theory of cryptography conference,2012,14,46.285714285714285
106,pacific asia conference on information systems,2011,148,8.432432432432432
107,rough sets and knowledge technology,2013,37,25.35135135135135
108,european public key infrastructure workshop,2010,12,23.75
109,conference of the international speech communication association,2001,491,24.861507128309572
110,advanced data mining and applications,2011,50,24.74
111,international conference on wireless networks,2004,94,16.96808510638298
112,measurement and modeling of computer systems,1988,11,49.63636363636363
113,international conference on parallel processing,2008,2,4.5
114,product focused software process improvement,2014,26,18.653846153846153
115,arXiv: Artificial Intelligence,2014,145,10.255172413793103
116,biometrics and electronic signatures,2009,11,11.454545454545455
117,Theory and Practice of Object Systems,1998,8,47.0
118,similarity search and applications,2014,22,12.681818181818182
119,Journal of Machine Vision and Applications,1998,71,9.605633802816902
120,IEEE Computer,1988,11,219.1818181818182
121,international conference on computational linguistics,2013,83,20.349397590361445
122,principles of knowledge representation and reasoning,2004,38,43.13157894736842
123,Journal of Machine Vision and Applications,1994,81,11.753086419753087
124,international on-line testing symposium,2001,8,2.25
125,brazilian symposium on geoinformatics,2005,21,20.523809523809526
126,active media technology,2006,71,7.183098591549296
127,principles of knowledge representation and reasoning,1992,45,168.0888888888889
128,Chemistry and Physics of Lipids,2002,25,6.64
129,international conference on software engineering,2009,21,11.571428571428571
130,Journal of Machine Vision and Applications,2002,65,6.323076923076923
131,parallel computing,2011,148,21.783783783783782
132,italian workshop on neural nets,2014,32,3.5625
133,national conference on artificial intelligence,2007,315,40.82222222222222
134,color imaging conference,2000,42,20.833333333333332
135,metadata and semantics research,2011,32,21.1875
136,international provenance and annotation workshop,2012,24,22.625
137,empirical methods in natural language processing,2007,80,75.0
138,foundations of information and knowledge systems,2004,16,29.375
139,Informatik Spektrum,1992,15,5.266666666666667
140,information security,2012,46,26.76086956521739
141,brazilian symposium on bioinformatics,2012,12,26.083333333333332
142,Theoretical Informatics and Applications,1992,14,23.928571428571427
143,international conference on computational logistics,2013,14,16.214285714285715
144,Ldv Forum,2009,3,18.0
145,Electronic Colloquium on Computational Complexity,2009,58,12.5
146,Kybernetika,2000,3,19.0
147,Wireless Personal Communications,2002,59,35.440677966101696
148,international conference on intelligent robotics and applications,2011,102,18.813725490196077
149,Ars Combinatoria,2000,39,13.64102564102564
150,international conference on human-computer interaction,1995,58,14.379310344827585
151,international conference on software engineering,2003,116,34.37068965517241
152,international conference on model transformation,2012,17,27.58823529411765
153,Journal of Parallel and Distributed Computing,2006,18,29.77777777777778
154,conference of the international speech communication association,1991,117,5.111111111111111
155,european conference on artificial intelligence,1982,21,18.666666666666668
156,Technique Et Science Informatiques,2003,37,2.027027027027027
157,hybrid artificial intelligence systems,2008,84,19.38095238095238
158,Applied Ontology,2012,14,29.214285714285715
159,network and distributed system security symposium,2005,14,206.42857142857142
160,international conference on computer aided design,1992,13,45.15384615384615
161,Bulletin of The European Association for Theoretical Computer Science,1988,16,11.4375
162,Lecture Notes in Computer Science,2002,2058,34.33381924198251
163,system analysis and modeling,2007,64,5.890625
164,working conference on virtual enterprises,2014,59,20.35593220338983
165,annual computer security applications conference,2007,35,17.485714285714284
166,genetic and evolutionary computation conference,1999,116,37.077586206896555
167,forum on specification and design languages,2006,44,6.818181818181818
168,international symposium on object/component/service-oriented real-time distributed computing,2000,28,30.75
169,Journal of Intelligent Manufacturing,2001,23,38.17391304347826
170,international conference on image and signal processing,2014,51,14.490196078431373
171,Soft Computing,2013,38,32.89473684210526
172,usenix large installation systems administration conference,2008,17,27.529411764705884
173,computers and their applications,2010,33,3.1515151515151514
174,computational intelligence,2004,75,10.053333333333333
175,computers and their applications,2004,63,6.349206349206349
176,arXiv: Quantum Physics,2007,9,36.77777777777778
177,Hernia,2010,1,50.0
178,international conference on principles of distributed systems,1997,20,9.2
179,vlsi design and test,2012,46,15.195652173913043
180,business process management,2015,80,24.0
181,international conference on algorithms and architectures for parallel processing,2012,66,13.621212121212121
182,IEEE Data(base) Engineering Bulletin,1999,17,92.6470588235294
183,parallel and distributed computing systems (isca),2002,98,15.887755102040817
184,siam international conference on data mining,2005,60,93.65
185,canadian conference on computational geometry,1998,43,15.534883720930232
186,affective computing and intelligent interaction,2011,104,30.25
187,soft computing,2012,281,24.540925266903916
188,international conference on hybrid learning and education,2012,24,19.583333333333332
189,summer computer simulation conference,2010,45,16.066666666666666
190,international conference on management of data,2013,39,32.05128205128205
191,Journal of Symbolic Computation,2010,19,33.1578947368421
192,international symposium on neural networks,2009,405,16.17283950617284
193,european conference on information retrieval,2014,84,25.226190476190474
194,Journal of Machine Vision and Applications,1996,72,9.277777777777779
195,national conference on artificial intelligence,2004,151,60.158940397350996
196,A Quarterly Journal of Operations Research,2003,58,10.724137931034482
197,international conference on social computing,2014,81,17.308641975308642
198,international conference on informatics in control automation and robotics,2008,147,11.54421768707483
199,international joint conference on artificial intelligence,2009,289,46.00692041522491
200,conference of the international speech communication association,1997,163,5.662576687116564
201,parallel processing and applied mathematics,2011,116,22.396551724137932
202,agent and multi agent systems technologies and applications,2008,73,22.0
203,international joint conference on artificial intelligence,2001,162,88.24074074074075
204,knowledge discovery and data mining,2013,95,33.82105263157895
205,national conference on artificial intelligence,1996,196,62.05102040816327
206,Future Generation Computer Systems,1992,88,21.011363636363637
207,international conference on computer supported education,2009,85,6.4941176470588236
208,international conference on human computer interaction,2009,484,22.055785123966942
209,parallel computing,2005,119,16.445378151260503
210,soft computing,2002,78,28.78205128205128
211,discovery science,2011,18,22.72222222222222
212,working conference on virtual enterprises,2005,46,27.23913043478261
213,international conference on image analysis and processing,2013,167,18.580838323353294
214,business process management,2012,88,24.136363636363637
215,advances in databases and information systems,1996,10,11.9
216,asian conference on intelligent information and database systems,2014,94,19.20212765957447
217,Computational Linguistics,2004,4,68.75
218,conferencia iberoamericana de software engineering,2008,27,11.037037037037036
219,system analysis and modeling,2005,43,7.255813953488372
220,conference of the international speech communication association,2007,621,19.162640901771336
221,field programmable gate arrays,1998,13,33.76923076923077
222,software engineering and knowledge engineering,2007,104,8.182692307692308
223,european conference on information systems,2002,90,16.033333333333335
224,Journal of Universal Computer Science,2000,46,20.02173913043478
225,Computer Communications,1999,51,40.72549019607843
226,Ai Magazine,1988,12,133.75
227,parallel and distributed processing techniques and applications,2000,270,8.625925925925927
228,conference of the international speech communication association,1993,170,4.952941176470588
229,international conference on parallel processing,1990,194,18.917525773195877
230,international conference on human computer interaction,1997,222,16.184684684684683
231,industrial and engineering applications of artificial intelligence and expert systems,1996,87,6.827586206896552
232,parallel and distributed processing techniques and applications,2006,134,10.507462686567164
233,software language engineering,2010,23,47.95652173913044
234,parallel and distributed processing techniques and applications,2005,146,4.554794520547945
235,international conference on computer vision,1995,81,51.148148148148145
236,Reliable Computing,2002,30,25.433333333333334
237,IEEE Transactions on Computers,1998,6,34.0
238,international symposium on neural networks,2013,234,16.299145299145298
239,international conference on image and signal processing,2012,55,18.09090909090909
240,the florida ai research society,2005,128,15.9296875
241,international conference on intelligent computing,2011,205,23.8
242,language resources and evaluation,2000,102,54.627450980392155
243,Journal of Digital Information Management,2008,26,9.807692307692308
244,information processing and management of uncertainty,2012,183,18.994535519125684
245,international conference on web engineering,2004,104,27.067307692307693
246,conference of the international speech communication association,1995,168,7.023809523809524
247,computational methods in systems biology,2012,21,25.904761904761905
248,international acm sigir conference on research and development in information retrieval,1991,17,32.05882352941177
249,adversarial information retrieval on the web,2005,4,91.25
250,belgium-netherlands conference on artificial intelligence,2005,43,14.465116279069768
251,international conference on enterprise information systems,2009,251,11.135458167330677
252,partial evaluation and semantic-based program manipulation,1999,7,32.57142857142857
253,pacific asia conference on information systems,2010,130,7.846153846153846
254,international conference of fuzzy information and engineering,2009,112,12.133928571428571
255,international conference on biomedical electronics and devices,2008,68,6.176470588235294
256,Electronic Colloquium on Computational Complexity,2003,49,25.306122448979593
257,formal techniques for (networked and) distributed systems,1990,37,20.945945945945947
258,international conference on human computer interaction,2011,497,21.432595573440643
259,software engineering and knowledge engineering,2006,103,11.009708737864077
260,American Mathematical Monthly,2010,25,23.64
261,canadian conference on computational geometry,1997,30,12.633333333333333
262,international conference on computer vision theory and applications,2006,50,6.84
263,international conference on artificial intelligence and law,2007,17,36.470588235294116
264,usenix large installation systems administration conference,2011,10,35.5
265,Acta Cybernetica,2008,16,12.25
266,international conference on communications,2000,32,27.125
267,international conference on enterprise information systems,2008,343,8.938775510204081
268,Ingénierie Des Systèmes D'information,2015,61,29.524590163934427
269,ad hoc networks,2014,99,20.525252525252526
270,database systems for advanced applications,2013,70,18.1
271,static analysis symposium,2011,20,45.4
272,international joint conference on artificial intelligence,2007,387,51.52454780361757
273,european conference on artificial intelligence,2006,172,27.988372093023255
274,international conference on computational science and its applications,2013,178,17.786516853932586
275,flexible query answering systems,2011,37,16.864864864864863
276,Lecture Notes in Computer Science,2006,2761,28.954726548352046
277,conference on advanced information systems engineering,2004,128,26.3125
278,international conference on robotics and automation,2001,64,36.625
279,advances in mobile multimedia,2007,23,10.173913043478262
280,ad hoc mobile and wireless networks,2011,14,32.0
281,international conference on computer vision theory and applications,2008,143,12.776223776223777
282,discovery science,1995,23,23.608695652173914
283,international workshop on openmp,2011,12,31.416666666666668
284,conference on automated deduction,1994,55,38.32727272727273
285,integer programming and combinatorial optimization,1990,27,26.0
286,data warehousing and knowledge discovery,2011,29,18.482758620689655
287,fundamentals of computation theory,1985,35,26.485714285714284
288,international conference on health informatics,2010,46,9.956521739130435
289,international conference on software business,2014,17,14.352941176470589
290,Wirtschaftsinformatik \/ Angewandte Informatik,1993,19,13.842105263157896
291,Reliable Computing,1998,38,43.18421052631579
292,symposium on geometry processing,2003,4,29.0
293,computer science and its applications,2005,24,5.0
294,web reasoning and rule systems,2011,16,28.5
295,international congress on mathematical software,2014,70,10.371428571428572
296,international joint conference on artificial intelligence,1997,196,62.63775510204081
297,text retrieval conference,1999,56,65.125
298,Ad Hoc & Sensor Wireless Networks,2010,16,5.25
299,Applied Informatics,1999,105,5.514285714285714
300,Journal of Advanced Computational Intelligence and Intelligent Informatics,2009,61,6.934426229508197
301,Advances in Computational Mathematics,1998,32,90.28125
302,international conference on computer communications,1984,23,8.91304347826087
303,international cryptology conference,1988,27,148.03703703703704
304,Theoretical Computer Science,2002,80,44.975
305,electronic healthcare,2010,31,25.225806451612904
306,Photonic Network Communications,2003,36,28.555555555555557
307,international conference on neural information processing,2011,208,20.0
308,Electronic Communication of The European Association of Software Science and Technology,2009,78,18.012820512820515
309,information security,2010,15,35.6
310,international conference on interactive digital storytelling,2012,20,15.65
311,color imaging conference,2001,49,17.367346938775512
312,Lecture Notes in Computer Science,1998,1122,43.20320855614973
313,international conference on distributed computing and internet technology,2014,27,19.814814814814813
314,Intelligenza Artificiale,2005,14,10.785714285714286
315,international conference on embedded wireless systems and networks,2012,14,38.785714285714285
316,model driven engineering languages and systems,2013,43,28.790697674418606
317,international joint conference on artificial intelligence,2005,290,53.51379310344828
318,semantic web applications and perspectives,2008,26,18.653846153846153
319,Scandinavian Journal of Information Systems,2010,3,12.666666666666666
320,international cryptology conference,1987,56,137.48214285714286
321,industrial and engineering applications of artificial intelligence and expert systems,2008,79,24.72151898734177
322,business information systems,2010,56,19.428571428571427
323,canadian conference on artificial intelligence,2014,36,14.944444444444445
324,international symposium on experimental robotics,2013,34,54.294117647058826
325,international conference on communications,1986,141,24.20567375886525
326,conference on scientific computing,2006,34,5.588235294117647
327,medical informatics europe,1991,62,9.403225806451612
328,Journal of Advanced Computational Intelligence and Intelligent Informatics,2006,91,10.593406593406593
329,modeling decisions for artificial intelligence,2014,17,9.823529411764707
330,arXiv: Human-Computer Interaction,2011,16,15.25
331,computer analysis of images and patterns,2013,103,19.660194174757283
332,Informatica (slovenia),1999,32,11.8125
333,international conference on artificial neural networks,2011,194,21.871134020618555
334,rules and rule markup languages for the semantic web,2014,20,19.0
335,computing and combinatorics conference,2004,38,28.44736842105263
336,international conference on pervasive computing,2012,106,23.4811320754717
337,symposium on discrete algorithms,2016,47,12.319148936170214
338,international symposium on distributed computing,2012,40,24.9
339,computational models of argument,2008,31,37.67741935483871
340,International Journal of Computers and Their Applications,2004,19,3.526315789473684
341,national conference on artificial intelligence,2012,186,32.0
342,international symposium on environmental software systems,2013,44,14.75
343,Communications of The Ais,2005,65,61.12307692307692
344,conference of the centre for advanced studies on collaborative research,2012,23,19.73913043478261
345,medical image computing and computer assisted intervention,2011,168,32.24404761904762
346,international conference on embedded wireless systems and networks,2004,19,88.15789473684211
347,international conference on information systems,2012,255,10.109803921568627
348,Information Fusion,2013,12,34.416666666666664
349,italian research conference on digital library management systems,2011,15,12.466666666666667
350,language resources and evaluation,2012,135,23.925925925925927
351,international conference on informatics in control automation and robotics,2007,204,10.799019607843137
352,international conference on information systems,1991,23,46.26086956521739
353,agent and multi agent systems technologies and applications,2011,54,22.462962962962962
354,international conference on artificial neural networks,2013,124,15.193548387096774
355,Journal of Research and Practice in Information Technology,1988,12,25.083333333333332
356,IEEE Data(base) Engineering Bulletin,1982,20,9.15
357,applications of natural language to data bases,2014,30,13.333333333333334
358,artificial intelligence in education,2007,149,27.322147651006713
359,artificial intelligence and symbolic computation,2014,9,24.333333333333332
360,conference of the international speech communication association,2010,649,14.288135593220339
361,siam international conference on data mining,2010,72,44.861111111111114
362,Scholarpedia,2009,12,38.333333333333336
363,national conference on artificial intelligence,2005,268,43.97014925373134
364,Acta Cybernetica,2011,6,28.666666666666668
365,Bit Numerical Mathematics,1988,8,23.125
366,network and system security,2013,45,23.88888888888889
367,international conference on computational science and its applications,2011,169,18.118343195266274
368,computing and combinatorics conference,2005,71,30.859154929577464
369,international joint conference on artificial intelligence,1987,193,55.3419689119171
370,workshop on logic language information and computation,2008,17,38.05882352941177
371,theory and applications of satisfiability testing,2012,22,40.0
372,pacific-asia conference on knowledge discovery and data mining,2013,78,23.21794871794872
373,computing and combinatorics conference,2014,35,8.685714285714285
374,national conference on artificial intelligence,1997,164,48.77439024390244
375,artificial intelligence and computational intelligence,2012,81,12.061728395061728
376,A Quarterly Journal of Operations Research,2014,109,3.8623853211009176
377,international conference on health informatics,2009,50,7.0
378,international conference on knowledge discovery and information retrieval,2009,30,16.766666666666666
379,Contexts,2011,25,16.92
380,international conference on computational science and its applications,2014,251,11.681274900398407
381,Information Technology & Management,2003,16,39.3125
382,european conference on research and advanced technology for digital libraries,2003,5,33.6
383,open source systems,2014,26,12.5
384,automation robotics and control systems,2013,28,17.928571428571427
385,mathematical foundations of computer science,2012,52,29.76923076923077
386,international joint conference on artificial intelligence,1969,45,49.355555555555554
387,theory and applications of satisfiability testing,2014,25,25.12
388,educational data mining,2008,26,51.19230769230769
389,international conference on wireless networks,2008,91,2.2637362637362637
390,forum on specification and design languages,2007,33,13.818181818181818
391,Electronic Colloquium on Computational Complexity,2011,62,11.661290322580646
392,text speech and dialogue,2012,53,23.150943396226417
393,world congress on engineering,2007,146,10.445205479452055
394,information security for south africa,2006,30,9.9
395,Journal of Machine Learning Research,2012,28,52.535714285714285
396,symposium on the theory of computing,1990,24,38.166666666666664
397,language and automata theory and applications,2011,27,17.88888888888889
398,international world wide web conferences,2014,179,27.011173184357542
399,Informatica (slovenia),1995,18,16.0
400,intelligent technologies for interactive entertainment,2014,14,7.928571428571429
401,software engineering and data engineering,2008,24,13.208333333333334
402,international conference on information systems,2010,219,12.34703196347032
403,business process management,2014,78,21.307692307692307
404,international conference on information systems,2009,239,16.86610878661088
405,european conference on information systems,1996,9,26.11111111111111
406,conference of the international speech communication association,2004,614,17.368078175895764
407,European Journal of Operational Research,2017,8,19.625
408,Engineering Letters,2006,13,41.30769230769231
409,european conference on artificial intelligence,1994,112,28.776785714285715
410,Sigmod Record,2003,6,1.3333333333333333
411,european conference on parallel processing,2011,80,23.6
412,european conference on information systems,2010,129,13.271317829457365
413,cyberworlds,2016,1,3.0
414,computer applications in industry and engineering,2007,41,5.658536585365853
415,canadian conference on computational geometry,1999,31,47.96774193548387
416,Ars Combinatoria,1998,57,18.31578947368421
417,Automatica,1993,26,53.46153846153846
418,Education and Information Technologies,2000,20,45.7
419,Wirtschaftsinformatik \/ Angewandte Informatik,2000,25,9.24
420,asian simulation conference,2012,93,7.290322580645161
421,international conference on biomedical electronics and devices,2009,45,10.177777777777777
422,international conference on logic programming,1993,115,31.47826086956522
423,brazilian symposium on databases,2006,19,13.789473684210526
424,Journal of Chinese Language and Computing,2008,1,50.0
425,international conference on networks and communications,2009,2,25.0
426,international conference on computational linguistics,1988,44,25.681818181818183
427,soft methods in probability and statistics,2013,44,42.04545454545455
428,genetic and evolutionary computation conference,2002,248,28.79032258064516
429,high performance computing networking and communication systems,2008,21,1.5238095238095237
430,compiler construction,1990,12,33.25
431,international work-conference on the interplay between natural and artificial computation,2011,86,20.430232558139537
432,applications and theory of petri nets,2007,22,38.22727272727273
433,computer recognition systems,2013,60,19.083333333333332
434,international conference on intelligent computing,2012,183,13.109289617486338
435,computer information systems and industrial management applications,2012,35,19.685714285714287
436,conference of the international speech communication association,2013,104,14.903846153846153
437,logic programming and non-monotonic reasoning,1993,19,32.05263157894737
438,international conference on neural information processing,2012,343,20.253644314868804
439,international conference on e-learning and games,2008,70,22.17142857142857
440,european conference on artificial intelligence,2000,113,44.43362831858407
441,advanced concepts for intelligent vision systems,2013,38,25.13157894736842
442,international conference on computer vision,2012,268,28.23507462686567
443,natural language generation,2013,6,11.5
444,Informatik Spektrum,2002,15,4.2
445,european conference on artificial intelligence,1992,113,35.52212389380531
446,international joint conference on artificial intelligence,2003,274,65.82846715328468
447,international conference on computer vision theory and applications,2012,15,12.333333333333334
448,logic in computer science,1988,11,56.45454545454545
449,international conference on machine learning,2013,120,67.78333333333333
450,trends in functional programming,2006,7,21.285714285714285
451,Journal of Management Information Systems,1996,25,385.36
452,parallel and distributed processing techniques and applications,2004,177,6.305084745762712
453,medical image computing and computer-assisted intervention,2012,71,31.507042253521128
454,international conference on distributed computing and internet technology,2012,29,17.17241379310345
455,simulated evolution and learning,2006,63,20.682539682539684
456,international conference on informatics in control automation and robotics,2009,119,6.235294117647059
457,adaptive agents and multi agents systems,2013,133,22.894736842105264
458,pacific asia workshop on intelligence and security informatics,2013,7,15.0
459,international conference on adaptive and intelligent systems,2011,30,27.9
460,IEEE Internet Computing,1997,38,28.605263157894736
461,Ars Combinatoria,2003,65,13.323076923076924
462,swarm evolutionary and memetic computing,2011,101,20.89108910891089
463,the european symposium on artificial neural networks,2000,45,23.977777777777778
464,signal processing systems,2010,22,24.772727272727273
465,International Journal of Computers and Their Applications,2003,15,4.0
466,artificial intelligence and computational intelligence,2011,211,10.137440758293838
467,international conference on information systems,1993,49,41.04081632653061
468,language resources and evaluation,2010,573,25.858638743455497
469,Discrete Mathematics & Theoretical Computer Science,2008,25,20.84
470,international conference on enterprise information systems,2005,166,11.03012048192771
471,computational learning theory,2014,31,16.70967741935484
472,The International Arab Journal of Information Technology,2006,25,16.96
473,siam international conference on data mining,2008,64,53.0
474,international conference on enterprise information systems,2001,151,11.57615894039735
475,international conference on web information systems and technologies,2005,50,9.52
476,Annals of Operations Research,2000,127,47.77952755905512
477,scandinavian conference on information systems,2012,9,11.444444444444445
478,statistical and scientific database management,2012,43,24.27906976744186
479,european symposium on research in computer security,1990,11,12.090909090909092
480,european workshop on computational geometry,2000,26,8.73076923076923
481,next generation information technologies and systems,1997,22,18.59090909090909
482,Software Testing Verification & Reliability,1991,6,40.0
483,wired wireless internet communications,2011,28,23.678571428571427
484,international conference on parallel processing,1985,81,27.333333333333332
485,parallel computing,2007,154,22.662337662337663
486,cross-language evaluation forum,2010,85,17.011764705882353
487,fundamentals of computation theory,2013,19,32.31578947368421
488,conference of the international speech communication association,2009,634,18.815457413249213
489,cellular automata for research and industry,2004,78,28.153846153846153
490,Ars Combinatoria,2001,65,9.353846153846154
491,Artificial Intelligence,2006,12,44.916666666666664
492,developments in language theory,2012,29,15.10344827586207
493,indian international conference on artificial intelligence,2005,162,7.808641975308642
494,conference of the international speech communication association,2006,530,22.08679245283019
495,ieee international conference on high performance computing data and analytics,2011,105,20.83809523809524
496,canadian conference on computational geometry,2000,28,18.607142857142858
497,Advances in Human Factors\/ergonomics,1997,141,7.24822695035461
498,computing and combinatorics conference,2011,34,25.323529411764707
499,advances in modal logic,1998,11,20.09090909090909
500,canadian conference on computational geometry,2002,26,15.692307692307692
501,Annales Des Télécommunications,2005,41,12.975609756097562
502,software engineering and knowledge engineering,2005,96,13.416666666666666
503,asian symposium on programming languages and systems,2014,20,17.45
504,parallel and distributed computing systems (isca),1995,64,6.578125
505,cellular automata for research and industry,2012,59,20.966101694915253
506,european conference on information systems,2000,137,22.10948905109489
507,International Journal of Parallel Programming,1974,8,20.375
508,privacy enhancing technologies,2007,13,73.46153846153847
509,Psychnology Journal,2003,13,22.384615384615383
510,intelligent data engineering and automated learning,2012,83,18.14457831325301
511,operating systems design and implementation,2010,20,255.95
512,Wirtschaftsinformatik \/ Angewandte Informatik,2013,103,7.650485436893204
513,Sigmod Record,1989,8,9.5
514,network and system security,2014,39,17.17948717948718
515,developments in language theory,1993,23,13.782608695652174
516,australasian database conference,2009,17,14.294117647058824
517,international conference on conceptual modeling,2012,71,23.732394366197184
518,database and expert systems applications,2011,95,18.726315789473684
519,conference of the international speech communication association,2011,119,19.51260504201681
520,advances in mobile multimedia,2006,25,3.04
521,social informatics,2012,51,25.41176470588235
522,hybrid artificial intelligence systems,2012,96,24.072916666666668
523,european symposium on algorithms,2003,60,28.65
524,web age information management,2011,43,20.232558139534884
525,international conference on weblogs and social media,2008,38,39.3421052631579
526,international conference on artificial intelligence and law,2005,16,39.0
527,international conference on wireless information networks and systems,2008,26,6.615384615384615
528,arXiv: Distributed Parallel and Cluster Computing,2013,126,10.746031746031745
529,international conference on information systems,2013,278,10.748201438848922
530,Acta Cybernetica,1999,21,31.333333333333332
531,parallel and distributed processing techniques and applications,1999,308,11.301948051948052
532,Computer-aided Design,1996,35,32.65714285714286
533,usenix large installation systems administration conference,2001,21,23.952380952380953
534,usenix security symposium,2005,19,210.8421052631579
535,developments in language theory,1995,28,10.571428571428571
